Band,Genre,Subgenre,Song Title,Lyrics,neg,neu,pos,compound
Rob Zombie,Metal,Industrial Metal,Superbeast,"Shriek the lips across ragged tongue Convulsing together, sing violently Move the jaw, cry aloud Bound up the dead triumphantlyThe ragged they come and the ragged they kill You pray so hard on bloody knees The ragged they come and the ragged they kill Down in the cool air I can seeHey, yeah, I'm the one that you wanted Hey, yeah, I'm your superbeast Hey, yeah, I'm the one that you wanted Hey, yeah, I'm your superbeastStir the limbs across the wrist Full possession of a memory Bury me as a dog Oh, icy hands surrounding meThe ragged they come and the ragged they kill You pray so hard on bloody knees The ragged they come and the ragged they kill Down in the cool air I can seeHey, yeah, I'm the one that you wanted Hey, yeah, I'm your superbeast Hey, yeah, I'm the one that you wanted Hey, yeah, I'm your superbeastShriek the lips across ragged tongue Convulsing two together, sing violently Move the jaw, cry aloud Bound up the dead triumphantlyThe ragged they come and the ragged they kill You pray so hard on bloody knees The ragged they come and the ragged they kill Down in the cool air I can seeHey, yeah, I'm the one that you wanted Hey, yeah, I'm your superbeast Hey, yeah, I'm the one that you wanted Hey, yeah, I'm your superbeast",0.222,0.642,0.136,-0.9887
Rob Zombie,Metal,Industrial Metal,"Never Gonna Stop (The Red, Red Kroovy)","(Use my body to keep you alive)Yeah I'm on Durango, number 95Take me to the home, kick boots and ultra live See heaven flash a horror show Knock it nice and smooth, step back and watch it flow, yeahNever gonna stop me, never gonna stop Never gonna stop me, never gonna stop Never gonna stop me, never gonna stop Never gonna stop me, never gonna stopYeah The devil, ride a dinosaur He paint the monster red so the blood don't stain the floor In out, real savage show Skorry as a shot came sickness, and watch it flow, yeahNever gonna stop me, never gonna stop Never gonna stop me, never gonna stop Never gonna stop me, never gonna stop Never gonna stop me, never gonna stopScream if you want it, cause I want more Scream if you want it, cause I want moreYeah I'm on Durango, number 95Take me to the home, kick boots and ultra live See heaven flash a horror show Knock it nice and smooth, step back and watch it flow, yeahNever gonna stop me, never gonna stop Never gonna stop me, never gonna stop Never gonna stop me, never gonna stop Never gonna stop me, never gonna stopScream if you want it, cause I want more Scream if you want it, cause I want more",0.255,0.648,0.096,-0.9911
Rob Zombie,Metal,Industrial Metal,Feel So Numb,"Prometo solemnemente defender el bien Y luchar contra la injusticia y la maldad I feel so good, I feel so numb, yeahMud bath, acrobat, a midnight drive Where everybody's slippin', everybody survive Radio talk show try to project Well, everything you need when you gotta connectCome on, come on, come on, you feel it Come on, come on, come on, you see it Come on, come on, come on, you wanna make it all right Come on, come on, come on, you feel it Come on, come on, come on, you see it Come on, come on, come on, you wanna make it all rightBlacken the sun What have I done?I feel so bad, I feel so numb, yeah Blacken the sun What have I done?I feel so good, I feel so numb, yeahGive it to meSugar sweet brainiac on your neck Get in to tomorrow, man, I gotta reflect A blue world, green girl up the street Gotta wake her up 'cause I don't want to dreamCome on, come on, come on, you feel it Come on, come on, come on, you see it Come on, come on, come on, you wanna make it all right Come on, come on, come on, you feel it Come on, come on, come on, you see it Come on, come on, come on, you wanna make it all rightBlacken the sun What have I done?I feel so bad, I feel so numb, yeah Blacken the sun What have I done?I feel so good, I feel so numb, yeahYeah, Django drag a coughing nail across your back Well, everybody want it gotta take it back Brain trash, porn flash, what is why Look into forever revolutionizeCome on, come on, come on, you feel it Come on, come on, come on, you see it Come on, come on, come on, you wanna make it all right Come on, come on, come on, you feel it Come on, come on, come on, you see it Come on, come on, come on, you wanna make it all rightBlacken the sun What have I done?I feel so bad, I feel so numb, yeah Blacken the sun What have I done?I feel so good, I feel so numb, yeahWhere do I run What have I done?I feel so bad, I feel so numb, yeah Where do I run What have I done?I feel so good, I feel so numb, yeah",0.11,0.798,0.092,-0.832
Rob Zombie,Metal,Industrial Metal,House of 1000 Corpses,"She got a corpse Under her bed She had her fun But now he's dead Her mama said Come feed desire Her brother said Hey, throw him on the fireThis is the house Come on in This is the house Built on sin This is the house Nobody lives This is the house You get what you giveI cut the flesh And make it Bleed Fresh skin Is what I need I let it dry Out in the wood All your crying Did no good, yeahThis is the house Come on in This is the house Built on sin This is the house Nobody lives This is the house You get what you giveNow you're lying On the floor Yeah, you can't Take anymore The devil's laughing In your face Give me another taste, yeahThis is the house Come on in This is the house Built on sin This is the house Nobody lives This is the house You get what you give",0.184,0.719,0.097,-0.9666
Rob Zombie,Metal,Industrial Metal,Pussy Liquor,"Gimme a BGimme a AGimme a BGimme a YWhat's that spell?What's that spell?What's that spell?BabyEarl had a baby Baby was her name He knew she was crazy Tiny was the same Down behind the shed Slaughtering the hog Slice it on the belly Feed it to the dogOne, two, three, who should I kill?Every motherfucker running up the hill One, two, three, what should I do?Get fucked up and fuck up youPussy liquor Make ya sicker Pussy liquor Do it quickerYeah, we like to get fucked up, fucked up Yeah, I like to get fucked up too Yeah, I bet you do Yeah, we like to get fucked up, fucked up Yeah, I like to get fucked up too Yeah, I bet you doSatan had a baby Otis was his name White as a ghost, totally insane Otis loves the girls Young and clean Drowning in a bucket of gasolineOne, two, three, who should I kill?Every motherfucker running up the hill One, two, three, what should I do?Get fucked up and fuck up youPussy liquor Make ya sicker Pussy liquor Do it quickerYeah, we like to get fucked up, fucked up Yeah, I like to get fucked up too Yeah, I bet you do Yeah, we like to get fucked up, fucked up Yeah, I like to get fucked up too Yeah, I bet you doDon't you know something They won't tellSend them to a hell Burnin' in the house Spirits are alive A tongue lashing mama Help 'em to surviveOne, two, three, who should I kill?Every motherfucker running up the hill One, two, three, what should I do?Get fucked up and fuck up youPussy liquor Make ya sicker Pussy liquor Do it quicker",0.279,0.575,0.146,-0.9966
Rob Zombie,Metal,Industrial Metal,Demonoid Phenomenon,"Don’t lie to yourself. It gave you pleasure!Hold the door, woman!Hell on earth For what it's worth Dead on dreaming You started screaming The wizard of how The king of now Cry like a banshee And die like you want meViolator (Hey!)Desecrator (Hey!)Turn around and meet the hater Violator (Hey!)Desecrator (Hey!)Turn around and...Demonoid phenomenon Get it out, get it on Demonoid phenomenon Get it out, get it onThe conquering worm(The slithering germ)Lost in the black sleep(I see how the gods weep)The horror of madness(The terminal sadness)The cool air of mourning(Gave me that warning)Violator (Hey!)Desecrator (Hey!)Turn around and meet the hater Violator (Hey!)Desecrator (Hey!)Turn around and...You enjoyed that dead girl's body!Demonoid phenomenon Get it out, get it on Demonoid phenomenon Get it out, get it onViolator (Hey!)Desecrator (Hey!)Turn around and meet the hater Violator (Hey!)Desecrator (Hey!)Turn around and...(Hey! Hey!)Demonoid phenomenon Get it out, get it on Demonoid phenomenon Get it out, get it onHey! Hey! Hey!Hey! Hey! Hey!Hey! Hey! Hey!Hey! Hey!",0.212,0.718,0.07,-0.9847
Static-X,Metal,Industrial Metal,I’m With Stupid,"""He's a loser""She said So I grabbed my shovel So I grabbed my shovel So I grabbed my shovelGreat pains I've gone to gang slang I've gone to lame brain Looking for gold, II have become someone else Outside, stepping to inside Stepping to my side Stepping, I wade through shit""He's a loser""""He's a loser,"" she said""He's a loser""""He's a loser,"" she said And I beat him in the skull And took him down And I beat him in the skull And took him down And then I grabbed a rope And I hogtied himI am mine I am mine I am mine I am mine I am mine, II can't become someone else""He's a loser""""He's a loser,"" she said""He's a loser""""He's a loser,"" she saidSo I grabbed my shovel Stupid So I grabbed my shovel Stupid So I grabbed my shovel Stupid Yeah, it was!Go!Great pains I've gone to gang slang I've gone to lame brain Looking for gold, II have become someone else Outside, stepping to inside Stepping to my side Stepping, I wade through shit""He's a loser""""He's a loser""""He's a loser""""He's a loser,"" she said""He's a loser""""He's a loser,"" she saidShe said She said She said She said Stupid Yeah, it was!Very stupid!",0.149,0.828,0.022,-0.9775
Static-X,Metal,Industrial Metal,The Only,"I'm winning, you're losing I'm falling, your agony Lower than lower, before Your forgotten memoryMy heaven, your hell I'm killing your fantasy More and more, you follow Your deepest realityYou're trying to take me You're trying to make me This is the only Give me the only thing I'm tired of trying I'm tired of lying The only thing I understand is what I feelIdentity, fantasy Heresy, killing me Lower than lower, before This thing to feedHypocrite, lunatic Fanatic, heretic More and more, you follow Your deepest realityYou're trying to take me You're trying to make me This is the only Give me the only thing I'm tired of trying I'm tired of lying The only thing I understand is what I feelHypocrite, lunatic, fanatic, heretic Hypocrite, lunatic, fanatic, heretic Hypocrite, lunatic, fanatic, heretic Hypocrite, lunatic, fanatic, hereticYou're trying to take me You're trying to make me This is the only Give me the only thing I'm tired of trying I'm tired of lying The only thing I understand is what I feel You're trying to take me You're trying to make me This is the only Give me the only thing I'm tired of trying I'm tired of lying The only thing I understand is what I feel",0.321,0.654,0.026,-0.9972
Static-X,Metal,Industrial Metal,Skinnyman,My little girl My little girl My little girl Where are you?My fucked-up world My fucked-up world My fucked-up world Destroyed you Day after day Day after day I get it now I just go on without you Twisted inside Six miles high I rehearse how To say goodbye to youSkinnyman Turned into a monster I'm a motherfuckerWrap it up tight Wrap it up tight Emotions are distorted It's no surprise Nothing alive All hope has been aborted Day after day Day after day I get it now I just go on without you Twisted inside Six miles high I rehearse how To say goodbye to youSkinnyman Turned into a monster I'm a motherfucker Inside I'm dead All used up God damn I miss herAs my skin turns yellow I forget this hell As the skies are bruised And the rain comes down As my face turns pale Try to deal with these thoughts At the end of it all (x18)Skinnyman Turned into a monster I'm a motherfucker Inside I'm dead All used up God damn I miss herAs my skin turns yellow I forget this hell As the skies are bruised And the rain comes down As my face turns pale Try to deal with these thoughts At the end of it all I still miss you,0.229,0.744,0.026,-0.9936
Static-X,Metal,Industrial Metal,Love Dump,"""I-I can't believe I'm letting you do this to me...""""I-I can't believe I'm letting you do this to me...""Hand me a line Really hand me a line Really hand me a line Hand me a line Really hand it to meI've always loved you Love dumpling Your shit's like chocolate cake And your ass smells like a roseI really hate you Love dumpling Now my bowels ache, yeah""I-I can't believe I'm letting you do this to me...""Drop down in a line Really hand me a line Really hand me a line Hand me a line Really hand it to meHand me a line Really hand me a line Really hand me a line Hand me a line Drop down in a line Really hand me a line Really hand me a line Hand me a line Really hand it to me",0.067,0.54,0.393,0.9956
Static-X,Metal,Industrial Metal,Push It,"Go!Corrosive, tainted by my sin I'm spillin' blood and I can't Hardly contain it Corrosive, hallowing the hand Stiffened, I eat away, eat (yeah!)Eat into the surfaceYeah, you push it Yeah, you push it Yeah, you push it You, you push it You, you push it You, you push itExplosive, more violent, more violent All consuming, throbbing (go!)Straight to the circle Explosive, move on reaction I slow it down, I slow it (yeah!)Down, down, down, down, downYeah, you push it Yeah, you push it Yeah, you push it You, you push it You, you push it You, you push itI see it, I need it I see it, I need it I see it, I need it I see it, I need it I see it, I need it I see it, I need it I see it, I need it I see it, I need itMy mind is corrosive, I trip On corrosive, I freak, see through me My eyes are explosive, I feed On it, black out, crucify meYeah, you push it Yeah, you push it Yeah, you push it You, you push it You, you push it You, you push it Yeah, you push it Yeah, you push it Yeah, you push it You, you push it You, you push it You, you push it",0.067,0.823,0.109,0.6465
Static-X,Metal,Industrial Metal,Bled For Days,"Meaningless It's meaningless It's meaningless It's meaningless I take the hold I take the hold I take the hold I take the holdMindlessness It's mindlessness It's mindlessness It's mindlessness I bled for days I bled for days I bled for days I bled for daysGet to the rage (Hate)The healing of it fucking with it Conceal the scab You don't want to show (Fate)Into the hate (No)I channel all the negative and I bled for days Now I take the hold, go! (Break)Get to the rage (Hate)The healing of it fucking with it Conceal the scab You don't want to show (Fate)Into the hate (No)I channel all the negative and I bled for days Now I take the hold (Break)I don't believe it Fuck me, read me, get me (Bled for days)Smile on my rage I'm scarred by age, I bled (Bled for days)Uselessness It's uselessness It's uselessness It's uselessness I make my weapons Make my weapons Make my weapons Take the holdI don't believe it Fuck me, read me, get me (Bled for days)Smile on my rage I'm scarred by age, I bled (Bled for days)I don't believe it Fuck me, read me, get me (Bled for days)Smile on my rage I'm scarred by age, I bled (Bled for days)Bled for days Bled for daysGet to the rage The healing of it fucking with it Conceal the scab You don't want to show Into the hate I channel all the negative and I bled for days (Bled for days)Now I take the hold Get to the rage The healing of it fucking with it Conceal the scab You don't want to show Into the hate I channel all the negative and I bled for days (Bled for days)Now I take the holdBled for days",0.261,0.714,0.025,-0.9974
Static-X,Metal,Industrial Metal,Wisconsin Death Trip,"What's wrong?Don't you sing dong-ding-dong Push it on the phony Hook it up and ride away Motion Can't you feel the motion?You can see right through me We connect You're part of meTake this Break the vibe and make this Get up on it Oh, yeah Close your eyes and fly away Motion Can't you feel the motion?You can see right through me We connect You're part of meGet up on this, Wisconsin death trip Get up on this, Wisconsin death trip Get on it Get up on this, Wisconsin death trip Get up on this, Wisconsin death tripWhat's wrong?Don't you sing dong-ding-dong Push it on the phony Hook it up and ride away Motion Can't you feel the motion?You can see right through me We connect You're part of meGet up on this, Wisconsin death trip Get up on this, Wisconsin death trip Get on it Get up on this, Wisconsin death trip Get up on this, Wisconsin death tripGet up on this, Wisconsin death trip Get up on this, Wisconsin death trip Get on it Get up on this, Wisconsin death trip Get up on this, Wisconsin death tripTake me Clear your mind and make me Feel me inside, oh, yeah You can have me any way Motion Can't you feel the motion?You can see right through me We connect You're part of me",0.18,0.794,0.026,-0.9926
Static-X,Metal,Industrial Metal,Cold,We kiss The stars We writhe We are Your name Desire Your flesh We areCold We're so cold We are so Cold We're so cold Cold We're so cold We are so Cold We're so coldYour mouth These words Silence It turns Humming We laugh My head Falls backCold We're so cold We are so Cold We're so cold Cold We're so cold We are so Cold We're so coldCold We're so cold We are so Cold We're so cold Cold We're so cold We are so Cold We're so cold Cold We're so cold We are so Cold We're so cold Cold We're so cold We are so Cold We're so cold Cold We're so cold We are so Cold We're so cold Cold We're so cold We are so Cold We're so cold,0.0,0.936,0.064,0.8442
Static-X,Metal,Industrial Metal,I Am,"(Butt nut)I've been taking abuse, and it's senseless(Fist-fuck)Fist into the wall, and it's painless(Ass-suck)I've been living the lie that I made me(Dump truck)Live it(Butt nut)Screaming into the mic, and I like it(Fist-fuck)Put it all over the air in thick slices(Ass-suck)Soak it all up in your head with the anger(Dump truck)Like itOlder Elder I am(Grind on it)Deeper Bleaker I am(Butt nut) Brush the surface off And grind on it(Fist-fuck) Brush the surface off And grind on it(Ass-suck) Brush the surface off And grind on it(Dump truck) Brush the surface off And grind on it(Butt nut) Brush the surface off And grind on it(Fist-fuck) Brush the surface off And grind on it(Ass-suck) Brush the surface off And grind on it(Dump truck)Older Elder I am(Grind on it)Deeper Bleaker I am(Butt nut)I've been taking abuse, and it's senseless(Fist-fuck)Fist into the wall, and it's painless(Ass-suck)I've been living the lie that I made me(Dump truck)Live it(Butt nut)Screaming into the mic, and I like it(Fist-fuck)Put it all over the air in thick slices(Ass-suck)Soak it all up in your head with the anger(Dump truck)Like itOlder Elder I am(Grind on it)Deeper Bleaker I amPut a gun in my mouth And threaten to shoot Put a gun in my mouth And threaten to shoot Put a gun in my mouth And threaten to shoot Put a gun in my mouth And threaten to shootJustice died here",0.163,0.816,0.021,-0.9851
Static-X,Metal,Industrial Metal,Sweat Of The Bud,GoGo!Go!Not enough to sweat of the bud In a search of means to the end Giving up all in need of none And I'm looking in from the out Not enough to sweat of the bud In a search of means to the end Giving up all in need of none And I'm looking in from the Go!Go!Go!Not enough to sweat of the bud In a search of means to the end Giving up all in need of none And I'm looking in from the out Not enough to sweat of the bud In a search of means to the end Giving up all in need of none And I'm looking in from the out Not enough to sweat of the bud In a search of means to the end Giving up all in need of none And I'm looking in from the out Not enough to sweat of the bud In a search of means to the end Giving up all in need of none And I'm looking in from the Go!Go!Go!Go!,0.0,0.912,0.088,0.9269
Strapping Young Lad,Metal,Industrial Metal,Love?,"There's no external way to tell When a woman is ready to proceed March!Love is a way of feeling Oh love is a way of feeling less alone So what's all the fuss about?Fuck it Love: the paradox of needing Oh love, make way for breeding Give it to me! Give it to me!I know what I stand for I stand for meI’ll wait for the night to come So far, suicide at home For I’m not the man you know This love, it's about controlOh, what a feeling Oh, what a feeding Know the chosen ones are here All hail!I’ll wait for the night to come So far, suicide at home For I’m not the man you know This love It’s about controlOh, you fucker!All in the name of love All in the name of love All in the name of love All in the name of love",0.08,0.671,0.249,0.9862
Strapping Young Lad,Metal,Industrial Metal,Detox,"Play that stupid piece of shit!(repeated:) Hey! You mo'!I’ve got a feeling With the wrong people And I can't control my thoughts I wish that I could sleep And just get this over with This is only high school bullshit I was warned Absolutely numb No good around people Everyone knows and watches me How did I get here tonight?What am I doing here?How did I reach this state?How did I lose my sight?I’m lost I’m freezing And everybody knows Everyone's watching So here's All my hopes and aspirations Nothing but puke God, I'm so lonely“The human brain An unbelievable complex of nerve cells That turn sound vibrations into pleasure Meanwhile the package of blood One step at a time Will continue to be independently Even after it has been removed from the body”I feel so alone (thought I’d try…)Wait for… (thought I’d feel…)Me!How could I be such a stupid bastard?Ah, you dumb bugger!I just want to feel I was warned Absolutely numb No good around people Everyone knows and watches me",0.212,0.656,0.131,-0.9458
Strapping Young Lad,Metal,Industrial Metal,Oh My Fucking God,"""Well, gentlemen, a great deal of money has been invested in this project and we can't allow it to fail.""Demons Dream of God There is no insanity, rather a super-sanity More suited for life after the end of the twentieth century Where everything is art And everything is trying to express it Where everything is art And everything is trying to communicate it All intelligent beings will suffer the dreaming of dreams And they've all come up to meet me tonight Although while in the morning, all their wonder and their glory Was turned ugly and quite simple Like a venue when you're loading in gear This night Is when it all changes Sexuality, eroticism in asexual persuasions Man or woman, makes no difference in the outcome No fashion, no tolerance for stupidity or ignorance""Adidas"" or ""the arch deluxe""And time is now an object, now Oh my fucking god Oh, I'm fucking god",0.131,0.72,0.149,0.5103
Strapping Young Lad,Metal,Industrial Metal,Shitstorm,"You bastard Know, know, know I hate you Everything, everything, everything Is wrong And I don't want to fight Because I don't know what's wrong or right But I’ll do anything just to get some fucking sleep tonight And I can't even eat And I can't even fucking piss!All I’ve been doing is thinking about God and death, infinity Sleep little baby, don't you cry, little baby Now You’ll fucking listen to me...everyone of you in my motherfucking life All I’ve been looking for is an excuse to Feel this way And now I know Ha!I know I’m in control of the infinite mind And I control infinite power When?Every black minute And self-control is something I’ve learned But don't think I won't do it Don’t you ever forget If you want crazy If you want fucking crazy I'll show you how to be crazy Fuck you!Ladies All this time I thought you wanted me to be like you You don't want me to be like you Now you'll sing for me Baby! Little baby, little baby, yeah Aw, fuck! Fuck!Know, know, know I fucking hate myself Everything, everything, everything About this is fucked Now it's Science Science Science And Math Math Math",0.237,0.689,0.073,-0.9912
Strapping Young Lad,Metal,Industrial Metal,S.Y.L.,"""This is a play Devy - spelled Devy. I like me who wants to play, play to Devy? And then once there was a bear out there... a real live bear... and he... ate the kids.”I am the coming of a new age Past your shit by far I was a puzzle in your sick life But will never be a piece anymore Because I worked through your fucking bullshit And I worked through your fucking lies Now I'm working on the edge With a thousand times the stress So I can damn you down to size I......worked in your fucking warehouse I worked in your fucking dream I worked on the edge of the product community And found that nothing's what it seemed I fucking hate you I fucking hate…Devy worked in the corner of the piss yard Bored and plagued by pain Devy got a taste of the corporate community And never went back again I......worked for you fucking bastards I worked for your fucking lies I went and pissed away too many fucking opportunities To try and make you fuckers feel right I fucking hate you I fucking hate…I am the coming of a new age Stained, we still stand tall I am the coming of a new age And I will never fall I bear the questions of a new time Seen but never heard I've seen the coming of a new time, get ready'Cause here it comes Pushing your incompetence And racial views aside And never now Until death again Is there anywhere to... hide It starts here my friends My brothers and sisters The courage to show what is brave, and not to be weakened To stand it through, by any length To look into the eyes And have the strength of men who say ""fuck you""I won't do what you tell me... ""fuck you""I don't care who you are... ""fuck you""I'll never stop believing... ""fuck you""And I'll never be the one who takes the heat in the name Of the remorse that isn't pushed into a hole Waiting now, and packing down Into the open spaces we must go and not be frightened As children we came, as children we go So never look behind you, never look behind... ""fuck you""It isn't a decision... ""fuck you""It's a sign of greater things... ""fuck you""And a loss will never matter... ""fuck you""I am the coming of a new age Stained, we still stand tall I am the coming of a new age And I will never fall I bear the questions of a new time Seen but never heard I've seen the comings of a new time, get ready...‘Cause here it fucking comes Strap-ping! Young! Lad!Cheesy! Metalhead!Go“Howdy, welcome to A&W. My name's Devin. Can I take your stinkin' order?”",0.218,0.69,0.092,-0.9977
Strapping Young Lad,Metal,Industrial Metal,All Hail the New Flesh,"Hey man, I'm gonna fuck this shit up No fear, no compromise -- I want it all I will never be afraid I'll die for what I believe All of you assholes can stay rotting here I do not care -- I will not be there I have got to save myself Don't tell me there's no one else And all you are is all you are I'm so sorry for you -- sorry So all hail the new flesh'Cause it suits me fine Just get away, you motherfuck And we'll be back if you come For what this means to me, you piece of shit I'll see you pigs in hell I want it all I want it all, motherfucker And all you are is all you are I'm so sorry for you -- sorry So all hail the new flesh'Cause it suits me fine",0.274,0.647,0.079,-0.9894
Strapping Young Lad,Metal,Industrial Metal,Skeksis,"I control an awkward soul And my lines are automatic Automatically drawn Realizing a multiverse in just one thing And then I’m automatic, automatically gone Writing down my infinity Writing for all eternity Colors relate to numbers, relate to sound Relate to form, relate to war, relate to sex Relate to healing Relate to all god vibration!Formula!I’d like to take it easy I’d like to think I try I’d like to think forever I would not question why I’d like to say I’m sorry I do not know the words All I can say right now is Everything happens when no one's around Writing down my infinity Writing for all eternity And I know you've found your pain And it's the last thing you'll ever do And you've only got you to thank Ooh, I control this awkward soul In my time And then I’m automatic, automatically god Fight!Fight!Fucking fight!Fight!Fight!Fight!Fight!Fight!Fight!",0.085,0.787,0.128,0.7825
Strapping Young Lad,Metal,Industrial Metal,AAA,"Devy in the corner of his teen year Born to run away Children in the middle with the village idiot So he never made the potty grade Now maybe he pulled a little closer Cold in a mousy way Boom boom as they came a little closer Put a bolt in the curse today Now Devy has to eat it in his own way Broke in a dirty way Boom boom is the beating that I hear in the night But no one hears, so no one knows and...No one! No one! No one!No one fucks with me!Devy wants a word with the master No need to run away Down on the road isn't easy But I never would back away Boom boom in the morning with the night sounds No way to run away Boom boom as the boredom of monogamy Hits one more time!No one must know...No one must know...No one must know...No one must know this machine...Devy got a taste of some black shit Born in another way And it probably would have been easy But it never worked out that way Boom boom in the corner with the well-soiled Bound to amalgamate Boom boom as it kills the inhibitions...no more games!No one must know...No one must know...No one must know...No one must know this...No one! No one! No one!No one fucks with me!Me!With me!With me!AAANo one! No one! No fucking one!No one fucks with me! Me! With me! With me!It's time Give it all All I want to do is fuck, is fuck, is fuck, is fuck, is fuck",0.295,0.7,0.005,-0.9983
Strapping Young Lad,Metal,Industrial Metal,Far Beyond Metal,"COME ONKing Raul beat off Fucking strength King Raul beat off Fucking strength Now that the music industry's ill And we're the fucking antidote One line and you're outta control Yeah, you fucking suck!HEY!King Raul beat off Fucking strength King Raul beat off Fucking strength Oh, you ironic pop-rock fuck Don't you fuck with METALOne line and you're outta control Yeah, we fucking OWN YOU!King Raul beat off Fucking strength King Raul beat off Fucking right Can't wait to feel it again And I need to feel, whoa When I was somebody else When I was just a boy METAL!(come on)LADIES AND GENTLEMEN, THE MAGGOT MASTER!Now in the halls of the necro lord Flash of fear when he sees my sword Raped his woman, smoked his bone Leave a booger underneath his throne!King Raul beat off Fucking wank King Raul beat off Fucking...FUCKING WANK!So... I...Can't wait to feel it again And I need to feel, whoa When I was somebody else When I was just a boy METAL!",0.108,0.77,0.122,0.5766
Strapping Young Lad,Metal,Industrial Metal,Rape Song,"Rape is just cause for murdering Waste life Die, bastard; die, bastard, burn Rape gives strength to weakness Lies prone, cold and alone He says I want you for your body I want you for your body I want you for your body I want you for your body Body, body, body, body, body Here now alone with all who love her Now feel this come down on you You fucking pig, now you die I want you for your body I want you for your body I want you for your body I want to see you fucking dead",0.365,0.503,0.132,-0.9903
Korn,Metal,Nu Metal,Freak on a Leash,"Something takes a part of me Something lost and never seen Every time I start to believe Something's raped and taken from me, from meLife's gotta always be messin' with me (You wanna see the light)Can't they chill and let me be free? (So do I)Can't I take away all this pain? (You wanna see the light)I try to every night, all in vain, in vainSometimes I cannot take this place Sometimes it's my life I can't taste Sometimes I cannot feel my face You'll never see me fall from graceSomething takes a part of me You and I were meant to be A cheap fuck for me to lay Something takes a part of meFeelin' like a freak on a leash (You wanna see the light)Feeling like I have no release (So do I)How many times have I felt diseased? (You wanna see the light)Nothing in my life is free, is freeSometimes I cannot take this place Sometimes it's my life I can't taste Sometimes I cannot feel my face You'll never see me fall from graceSomething takes a part of me You and I were meant to be A cheap fuck for me to lay Something takes a part of meBoom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ee-ma Da-boom-da-da-mmm-dum-na-ayy, goSo fight, something on the ming-a-ooh Fight, some things they fight So, something on the ming-a-ooh Fight, some things they fight Fight, something off the hee-a-hoo No, some things they fight Fight, something on the ming-a-hoo Fight, some things they fightSomething takes a part of me You and I were meant to be A cheap fuck for me to lay Something takes a part of mePart of me Part of me Part of me",0.18,0.782,0.038,-0.991
